product_views;cart_additions;ad_clicks;discount_rate;user_rating;time_on_site;device_type;purchases
472;27;104;0,222573471;4,765346577;8,25664886;Mobile;88,24003672
397;117;84;0,308135605;2,559429638;7,66128916;Desktop;129,7776506
531;125;103;0,077751719;3,930125779;13,23619047;Desktop;137,5377925
702;39;56;0,111059806;3,902256833;;Mobile;93,56789369
491;152;116;0,406628863;2,074431443;17,23987304;Tablet;157,0867119
910;73;90;0,127856434;4,682318156;12,8088719;Desktop;127,6245327
540;47;21;0,047778029;4,116707165;18,75147236;Desktop;
331;142;111;0,165345061;4,465407134;9,797143933;Tablet;140,928629
76;92;16;0,46756997;2,450364003;7,248403505;Mobile;
422;;58;0,346891281;4,365019134;13,28553045;Desktop;130,8274996
101;113;218;0,28771716;2,259905843;;Tablet;
83;128;12;0,420209811;4,8576042;6,427895798;Tablet;120,4390123
402;88;96;0,330093625;1,095788545;1;Desktop;96,99109373
325;164;206;0,405572724;3,476750189;1;Desktop;175,6102779
890;176;11;0,328578501;1,448958045;11,30692463;Mobile;153,7941659
743;101;222;0,43212891;3,874932693;17,70094694;Mobile;170,5156864
801;42;29;0,312004088;2,454753215;3,49580667;Mobile;104,7064825
568;62;21;0,132437435;4,482562374;8,638168284;Tablet;86,1451297
154;;62;0,020559071;4,490810044;8,257752239;Tablet;118,3118087
858;58;258;0,052660123;2,472359494;19,60266034;Mobile;143,0070785
520;157;19;0,256222893;4,239927108;21,29347877;Mobile;142,0901143
457;135;34;0,48588419;3,724547509;12,12226344;Desktop;142,0569621
624;95;284;0,379730843;2,706267715;14,49000183;Tablet;176,6146291
205;34;184;0,387721335;2,372945776;14,35099497;Desktop;100,0090344
507;112;;0,331893561;1,841219726;3,598392152;;139,5672041
625;141;16;0,451744066;1,252833811;13,49261508;Desktop;134,4820365
712;39;;0,36772966;3,069437474;4,901967643;Mobile;116,1768972
525;166;175;0,129181705;3,160162148;9,142320855;Desktop;170,5990769
997;47;162;;2,776074634;15,69868523;Tablet;133,7910625
990;88;158;0,202171498;4,802388719;10,40466663;Mobile;162,0640302
141;111;38;0,082695409;1,054760469;15,51248221;Tablet;82,91773322
128;150;296;0,111188532;4,40121984;16,49631721;Desktop;169,3540248
539;52;212;0,142578394;4,203285788;1,215331523;Mobile;
836;73;76;;4,035009577;1;Mobile;121,8291175
536;163;291;0,1086542;3,09966125;15,81046227;Mobile;190,4710398
256;72;93;0,458196681;1,761421513;16,01203685;Tablet;90,3132467
584;127;43;0,171619604;4,451517475;11,28297308;Tablet;129,1376873
945;85;268;0,413758345;14,5257104;11,96108008;Desktop;182,7225603
208;20;50;0,032194972;4,331284858;14,46523849;Desktop;54,10703996
473;107;22;0,490904695;1,943150293;14,37204456;Desktop;123,2679153
656;77;190;0,382395871;3,217499972;8,479080087;Desktop;161,3668309
423;60;82;0,453358034;2,663836956;14,77925118;Desktop;92,72090668
92;173;49;0,262955686;3,558685741;;Mobile;134,1900082
686;;35;0,317268959;4,010430774;59,38535326;Tablet;
754;;42;0,180409515;1,694861474;11,00011228;Tablet;94,79234539
672;109;288;0,21601561;1,696152928;5,702804507;Tablet;168,2665233
680;146;202;0,375371407;1,174427504;6,285063569;Mobile;173,4181579
673;20;253;0,02498432;1,628740153;21,17054438;Desktop;103,9528013
363;27;187;0,018275668;1,960692919;5,540571236;Mobile;80,46751842
65;112;165;;1,290074316;11,84979633;Desktop;124,5412107
989;186;;0,05500382;2,42276382;12,89899588;Mobile;
244;186;290;0,360514975;3,700665181;9,728918544;Desktop;201,645128
837;95;247;;4,172292511;13,35744968;Mobile;163,0185393
563;143;160;0,183104443;2,383265051;11,64491633;Desktop;167,9817535
562;103;36;0,14677491;1,335299592;5,648742259;Desktop;103,1776842
69;181;229;0,245167745;4,037489305;12,68408647;Desktop;177,2765586
990;118;103;0,413330743;2,564734753;7,276467886;Desktop;160,7788455
552;179;66;0,437767045;2,00571038;18,70334592;Tablet;165,0351072
838;79;222;0,111022263;2,882763902;;Desktop;147,8875357
788;186;251;0,16882425;4,879457104;6,49923237;Mobile;206,5286723
181;147;;0,41845843;2,490559347;11,71144777;Desktop;150,7135592
950;155;26;0,044817501;4,837812298;5,375727805;Desktop;153,4917926
611;12;182;0,058448419;2,012676639;11,2888954;Mobile;84,06240987
225;163;276;0,23979071;1,42217904;8,871511052;Desktop;162,5883861
601;40;207;;1,628715212;5,865644158;Tablet;120,1530296
635;187;;0,167988091;4,095126959;5,802793027;Desktop;178,2921117
670;45;195;0,034715955;3,150452466;22,17467129;Desktop;115,3579707
355;166;78;0,483933774;;10,45696141;Tablet;152,3244776
943;130;262;0,469455661;4,870833587;7,841304177;Mobile;
275;84;254;0,325950708;3,019349482;6,975407001;Tablet;136,7565678
517;179;172;0,340938207;1,468083556;12,35583051;Mobile;168,2948786
846;83;44;0,466847676;3,874060937;6,807519827;Desktop;137,5157259
123;22;123;0,321931707;1,831405456;4,526910166;Desktop;74,22179802
433;;40;0,394206215;3,326152059;9,837928015;Mobile;76,09534277
505;171;230;0,231757934;4,417515062;9,800154554;Tablet;191,786157
784;83;205;0,114001299;2,908324302;7,914825109;Mobile;140,5883655
798;165;81;0,416266076;2,257140404;5,543538603;Desktop;168,1052204
807;13;257;0,342190965;3,302186349;8,045141996;Desktop;133,6228745
390;24;229;0,144781086;1,507805165;7,651813178;Tablet;89,52673394
517;197;281;0,311637776;2,230256225;6,958179121;Mobile;
75;37;87;0,408241991;3,016571147;11,38250034;Mobile;68,18674842
831;140;56;0,135172613;2,016604654;21,13113991;Desktop;142,0277091
338;76;146;0,384076054;1,157032486;16,65882585;Tablet;116,0898947
494;105;83;0,036171694;3,340563918;19,70959735;Tablet;117,818908
698;31;223;0,312474412;2,604989459;7,161543455;Mobile;131,8247889
787;60;130;0,499466813;2,562441038;18,37344119;Desktop;131,6003127
131;154;190;0,433187369;4,987251184;11,13637908;Mobile;173,5133092
778;111;55;0,437829026;1,447136128;14,93181746;Tablet;130,5071506
407;105;30;0,340178576;1,616702551;12,28851979;Desktop;108,7175868
446;189;;0,230593564;4,50504727;;Desktop;216,1042173
;88;136;0,338607766;1,521046636;13,59748809;Mobile;108,3872778
;162;46;0,160596169;4,670491328;12,42465277;Desktop;167,6337884
502;147;244;0,276384269;3,687843445;1,159067503;Desktop;176,7806774
148;97;44;0,269839955;3,11265162;9,379378844;Mobile;94,02203842
184;65;299;0,271865175;2,113602726;14,36202093;Mobile;122,519056
735;77;118;;2,437893928;11,38710807;;122,6518195
153;175;142;0,176400915;4,30381828;12,34735485;Tablet;156,4722417
545;68;81;0,165177257;1,230018193;6,242880864;Desktop;92,61341722
712;134;30;0,112365429;4,074194428;11,28105303;Tablet;133,3466542
916;33;125;0,219273622;4,311282741;9,518286944;Tablet;118,3183447
200;75;113;0,058872827;;8,982733827;Desktop;94,78710586
331;187;137;0,450786771;1,218018659;6,60371786;Mobile;165,943369
197;112;149;0,0348419;3,970619681;14,57431177;Desktop;112,9436096
885;166;191;0,418709357;3,892655596;11,72734291;Tablet;197,5350499
612;59;26;0,120624204;1,052375504;11,22273887;Mobile;74,73791918
984;154;111;0,42660959;4,569133461;20,25392331;Desktop;187,6901954
91;197;259;0,360133097;1,528783301;12,36899585;Tablet;177,559621
720;185;285;0,460487561;4,843128688;16,00248344;Desktop;232,2237436
81;92;163;0,435116487;1,283082324;11,36466414;Desktop;111,2272065
153;139;113;0,350543762;1,952197715;8,23418156;Mobile;124,5315657
459;180;127;0,075839412;3,760968765;4,704313392;Desktop;172,3732513
398;164;235;0,27452266;1,548965258;11,20695064;Mobile;165,1861392
396;195;122;0,169914027;1,739870228;1;Mobile;165,0411148
114;15;283;0,442887818;1,044686575;11,36233538;Desktop;97,49121725
567;111;13;0,436114247;4,305920303;11,57699196;Mobile;127,6553811
373;160;183;0,157018726;1,150469203;8,912162101;Desktop;152,6823786
993;148;158;0,33584979;3,530292063;9,538168195;Desktop;188,3833789
800;39;138;0,169142414;3,329229313;3,74415241;Desktop;108,542859
462;118;145;0,339095248;3,044961042;16,9280181;Tablet;153,9214189
777;41;51;0,306935522;2,500630899;8,313745219;Desktop;87,2590049
597;27;107;0,255473976;;5,139536268;Tablet;87,8045346
520;31;109;0,439203007;4,827790099;12,72330533;Desktop;111,6217895
923;190;1013,726581;0,123025133;4,141433102;10,55378054;Tablet;215,9039129
608;61;181;0,398733332;4,690930395;8,208326077;Tablet;139,3199967
509;96;126;0,344753861;3,935591811;7,679833172;Desktop;149,6387117
588;58;157;0,140633935;4,316035685;9,971806536;Tablet;123,2046511
792;179;173;0,210842877;4,856701687;16,72907985;Desktop;188,3620962
754;178;18;0,034507085;;12,34773205;Tablet;140,064605
571;134;266;0,298788329;4,627585094;9,827958597;Tablet;188,9948078
217;646,1621885;268;0,443945473;1,172296651;14,26216938;Desktop;171,7156426
655;29;112;0,058909212;;10,13765946;Mobile;
459;199;229;0,06599923;14,5257104;12,00776138;Tablet;185,2895754
935;89;122;0,237283426;2,815893002;10,75563866;Desktop;136,6890682
913;86;24;0,140615052;2,75285232;12,94890209;Tablet;110,7169575
50;47;260;0,138464456;3,148766607;7,779279129;Tablet;105,7045518
999;176;83;0,319335067;3,153491171;4,303285682;Mobile;176,5997701
905;42;110;0,205128189;4,482258953;14,53424075;Mobile;127,5975024
911;173;174;0,422323779;2,383651251;17,52464159;Tablet;207,0095937
522;145;134;0,21445306;2,264963823;4,540594581;Mobile;146,2444976
307;156;83;0,307637741;3,807580957;10,89645837;Tablet;138,4372244
626;15;241;0,198945689;3,593907751;7,755649053;Desktop;118,4717092
888;150;110;0,128011749;4,319387936;14,41689346;Tablet;498,9097644
477;193;179;0,235666053;2,237112508;11,23322867;Desktop;172,6665997
986;84;201;0,360240213;1,025576865;26,63736143;Mobile;166,8493323
297;95;280;0,47640457;4,776254736;8,492832573;Mobile;162,478719
860;31;146;0,021083413;1,176901575;17,68646168;Tablet;89,04657026
112;103;143;0,265913474;3,720051773;18,17315323;;120,838502
847;137;274;0,317983005;2,287327967;12,6679873;Mobile;193,9133516
947;66;146;0,042860263;2,694132222;10,1854166;Mobile;133,6131578
717;150;92;0,414585512;4,35213111;10,47418849;Desktop;170,8847486
642;26;17;0,137975999;2,678317951;10,05102426;Tablet;67,94571056
440;138;100;0,437455973;1,577486112;15,66649856;Tablet;144,0030202
879;121;;0,276303481;4,01774034;5,636818515;Tablet;152,5151472
170;53;94;0,076039464;1,080846068;9,195080135;Tablet;65,07590012
326;75;164;0,369610445;2,098931954;8,589070211;Tablet;117,7938465
;55;159;0,078614251;3,152294448;1,369027894;Desktop;88,65216907
314;128;60;0,360189219;2,751054782;14,29457455;Tablet;122,8117775
547;130;141;0,40409911;3,480913356;15,31459691;Desktop;163,8543699
368;115;138;;2,525390771;6,828907832;Mobile;129,3985863
449;46;17;0,135546223;2,562338849;15,15066228;Mobile;73,97582311
269;51;88;0,218668882;2,39462904;2,081711395;Mobile;86,60357087
385;164;218;0,264010227;;10,11977252;Desktop;178,4201937
523;97;11;0,33289055;1,069186044;;Desktop;111,7997456
253;92;93;0,316962769;4,758567869;10,43874354;Desktop;114,3717876
939;68;145;0,200212165;2,432886701;10,41272585;Desktop;129,6393734
902;186;54;0,379083184;2,459531023;9,614791684;Desktop;183,8132476
882;55;195;0,385708182;3,903571392;8,061135423;;152,4171916
51;156;216;0,3481656;2,553106955;9,456470158;Tablet;
520;156;104;0,136077352;3,466579288;16,8161062;Mobile;154,7096301
3355,420177;56;72;0,234698143;4,614522716;7,10640525;;119,4313115
381;12;234;0,216378501;4,38479219;21,27670007;;117,049266
270;57;68;0,408396118;3,06146671;6,824177736;Tablet;91,74343014
631;61;48;0,40408999;3,866608512;11,20029608;Mobile;108,0351036
52;151;14;0,433040452;2,56973898;12,85603252;Desktop;113,9277743
631;110;31;0,115587891;4,104176627;8,541220473;Desktop;122,2610216
478;91;262;0,374227283;1,680733747;16,91181606;Desktop;153,0359729
699;100;280;0,435199604;1,182527126;12,72605892;Tablet;170,9276019
698;191;166;;3,162930704;;Mobile;180,226953
558;188;276;0,01996853;1,861354739;16,85632387;Desktop;194,6340732
604;14;213;0,052754274;3,914903771;4,922541097;Mobile;112,18944
75;170;124;0,303101188;1,405294035;7,172582402;;136,5949144
982;78;;0,210823935;1,033980553;12,81285216;Desktop;157,1454095
122;152;128;0,097525682;3,702813399;14,00733213;Tablet;136,8223643
977;197;288;0,264151786;3,003197752;11,61310943;;245,4283249
975;107;256;0,392761257;4,808061627;9,364038389;Tablet;200,4279953
;128;254;0,42790884;1,989942431;8,74277966;Tablet;184,3024475
758;;161;0,375860491;1,49302447;15,65700463;Tablet;147,6358535
78;24;157;0,442755697;1,092424727;11,20197325;Desktop;73,85218083
950;16;39;0,302092699;2,776989396;5,638806138;Desktop;94,8890495
;78;197;0,41853684;1,403267542;5,350488184;Desktop;141,0818108
372;;38;0,208593546;4,102573753;17,56730656;Desktop;145,996829
686;74;164;0,426239309;1,287943178;6,40619194;Desktop;132,3375122
558;91;43;0,447906594;4,683019242;11,36365534;Tablet;129,9488694
393;110;145;0,34320403;3,163415693;16,75453217;Desktop;142,0911171
355;70;235;0,215523152;3,785487796;12,71053645;Desktop;134,3468833
162;103;95;0,140836956;1,523668423;6,211787962;Desktop;97,63169065
913;125;182;0,162589736;1,358021303;4,921529524;Desktop;161,6589368
682;171;81;0,066177551;2,414735106;19,34944236;Tablet;148,9947741
;153;93;0,023580903;3,081738157;4,79417704;Desktop;124,9913893
736;165;58;0,207209023;3,302007805;7,23365383;Desktop;160,7996894
709;109;52;0,021334343;2,319153833;11,86251819;Mobile;118,3560352
182;142;114;0,440294013;2,090649181;8,905607755;Desktop;139,7681885
216;38;41;0,324979045;4,925642169;12,86902602;Desktop;76,78798212
269;38;268;0,421833623;2,09064768;2,661139373;Mobile;117,1051966
;185;223;0,22220833;1,551699633;8,94800308;Tablet;158,4423217
831;124;70;0,111976472;2,437838658;13,38844374;Tablet;129,7197179
197;31;266;;2,215485258;13,40536539;Mobile;98,63233005
820;87;112;0,42736656;2,686940804;7,137733618;Tablet;149,2075872
552;194;161;;3,494854945;4,891449777;Mobile;178,3097705
160;14;211;0,349132917;3,412591733;11,06856554;Desktop;102,3671382
852;94;232;0,112845121;3,793159542;3,437686772;Mobile;160,1313026
214;169;7;0,17658494;1,626740282;16,42135298;Desktop;115,3611698
999;189;88;0,001523376;1,183777456;10,78704382;Desktop;164,168726
63;80;104;0,239544385;4,163239199;6,515942119;Mobile;95,65878952
641;183;177;1,677047199;1,868610558;4,727492963;Mobile;166,0249313
347;146;262;0,429823704;2,262660016;6,834716671;Tablet;168,5112705
556;87;134;0,04886396;2,822718858;2,190344662;Tablet;109,0111703
847;158;141;0,125184269;3,865225473;12,47389535;Mobile;176,8091058
797;162;30;0,007399203;1,65433772;5,985767045;Mobile;132,4066941
317;62;160;0,496438689;;11,99835881;Mobile;125,4204515
110;27;148;0,320718864;2,286109337;12,68772859;Mobile;79,38461559
319;158;192;0,321788411;4,930650771;14,82998616;;167,8316811
818;25;254;0,259430424;2,141650252;11,25923798;Mobile;129,4108766
539;157;172;0,43402775;3,902612063;15,62617186;Mobile;186,8674422
770;77;20;0,072094042;2,506676448;16,93055217;Mobile;103,503937
519;143;246;0,396425928;4,346350943;11,29107585;Desktop;191,914994
553;125;145;0,403561738;2,84962637;11,59263287;Tablet;154,4745707
111;17;148;0,018064179;4,482127544;7,212631005;Desktop;64,56641529
71;11;262;0,066338475;4,015754501;5,061876497;Tablet;84,94009012
718;129;178;0,27357445;3,344114383;16,41037255;Tablet;176,3076478
242;107;238;0,04509576;1,999959719;13,02871856;Tablet;128,1227895
392;18;264;0,141183113;2,039470876;13,43414528;Mobile;99,46551521
401;195;150;0,201836555;4,965688366;7,046451966;Tablet;185,9933786
651;55;294;0,078608779;4,701551988;18,11960752;Desktop;148,3487809
944;173;55;0,352073344;1,553673559;8,856930377;Mobile;172,0866928
769;32;262;0,247530665;1,816258064;5,990796436;Mobile;127,6733175
656;54;255;0,31990822;1,427257545;7,131629374;Tablet;132,5701729
843;;34;0,237149764;1,805351194;17,85595808;Mobile;131,5998413
534;;50;0,206242198;2,160950313;4,44476187;Desktop;103,5095892
188;124;15;0,246194527;4,350507727;6,24438745;Tablet;111,4797124
514;42;86;0,449757384;;24,49254659;Tablet;93,35700395
979;60;297;0,198019414;4,528482264;14,70518868;Mobile;162,8378386
790;60;41;0,321131298;4,887720526;6,334720773;Desktop;113,9555925
382;93;14;0,416981258;2,126960274;4,592763207;Tablet;100,1629101
357;185;140;0,310543825;2,824935383;1,636514033;Desktop;168,6729157
922;97;109;0,11303219;3,117313494;10,48557073;Desktop;142,3867563
139;199;190;0,060979841;1,822757331;13,64010177;Mobile;162,0168801
936;57;183;0,295438565;3,926305516;17,59399105;Tablet;140,3292801
693;56;248;0,363697646;3,319995198;1;Mobile;149,0223762
817;29;127;0,384368575;1,44870942;3,373092487;Desktop;111,192005
362;50;141;0,346901099;4,583929251;9,402247112;Desktop;113,599539
666;69;11;0,001727112;2,208770768;23,93835028;Desktop;86,03625192
359;82;291;0,386920147;1,624989267;14,42951251;Desktop;136,4013009
66;145;67;0,302311345;4,927417607;;Tablet;125,1879802
481;94;180;0,494090691;1,411635988;3,875382047;Tablet;146,0304877
980;140;264;0,38229364;1,238786739;1;Mobile;195,8100741
280;26;183;0,21510358;1,950212027;;Mobile;96,24118357
203;189;189;0,33807498;2,27705967;9,503152554;Desktop;165,2972505
925;;56;0,307967867;2,735210665;;Desktop;
914;16;214;0,168696739;3,740680872;8,097831662;Tablet;121,3944964
854;90;61;;2,462853537;6,258229898;Desktop;130,4904992
977;133;209;0,10219049;3,237334443;5,111789365;Desktop;177,4804636
991;54;175;0,043915086;1,023245703;16,94753899;Mobile;121,1351275
922;40;149;0,366512222;2,539598727;5,567358517;Tablet;130,4580571
966;170;217;0,192064347;4,779874702;8,619259706;Mobile;207,9977505
757;166;217;0,377856661;4,099386823;9,804609471;Desktop;208,6257601
348;152;65;0,244168509;3,963202276;13,53140168;Desktop;138,4482082
485;51;115;0,404894687;2,218063906;5,740848294;Mobile;105,5493884
411;111;147;0,369804411;2,952704693;14,89034011;Desktop;126,966921
534;141;49;;4,378094009;7,101668192;Desktop;147,0172347
713;92;110;0,214665744;4,520622679;9,190514154;Mobile;144,223162
279;44;17;0,48058963;3,842172117;18,21549293;Mobile;87,88527731
65;167;134;0,202627291;2,826165724;5,153861435;Mobile;142,7603074
;188;65;0,396571879;1,292660181;13,60452356;Tablet;166,0189356
994;41;70;0,244794403;1,477413234;15,02305434;Mobile;113,7104643
868;143;246;0,117542832;1,001171687;11,54948901;;177,5801425
60;178;46;;;9,412345889;Tablet;126,747578
618;112;40;0,23455471;1,093535854;20,62852018;Desktop;118,4339712
554;19;99;0,132034931;2,740087163;9,930773028;Tablet;82,90825147
453;141;11;0,19126584;3,390166493;11,0203875;Mobile;126,1141193
685;185;261;0,079968669;3,383520562;8,317366131;Mobile;198,6831034
455;59;296;0,493522707;3,221190073;10,75540929;Tablet;154,7149875
918;36;242;0,32159186;1,904683443;14,82058989;Desktop;146,3516935
912;57;240;0,086772424;3,076755607;8,623473295;Tablet;145,0724965
661;164;34;0,382294168;4,919343722;1;Tablet;158,2726143
485;115;168;0,300939249;2,778471148;12,56785091;Mobile;142,4022847
617;13;30;0,361275603;4,497966745;4,608327794;Mobile;80,98811994
905;121;93;;2,525621765;13,70938221;Tablet;149,1895893
335;164;150;0,03023361;3,492177751;9,993376341;Mobile;138,1654854
875;45;206;0,101619866;2,927355626;14,71554552;;138,0922136
611;120;86;0,384372166;3,754489905;5,25828116;Mobile;141,8854479
110;53;80;0,377175166;4,589511358;7,323893981;Mobile;86,51896295
762;13;247;0,376937666;2,763602997;8,29981987;Mobile;117,786338
242;86;71;0,007607359;4,029597833;2,588588987;Mobile;94,41936092
539;157;148;0,402575396;;15,55710104;Tablet;178,9309486
952;137;89;0,219564097;4,158178185;1,872885419;Mobile;164,1018163
790;29;256;0,346830726;1,098223996;15,48656809;Tablet;128,0913063
714;45;162;0,136039839;1,000758614;12,12199239;Tablet;106,5570062
116;112;;0,384764318;4,531838707;9,005663338;Desktop;109,3978682
866;70;1013,726581;0,491140884;3,917253649;11,72558074;Desktop;123,2713652
368;73;291;0,126769375;4,832528129;11,58866644;Desktop;138,3022964
97;92;282;0,39209882;2,169929576;7,997860442;Tablet;131,7870176
961;154;231;0,302475227;4,151873011;11,49074907;Tablet;
231;119;27;0,136547908;4,206088308;13,65591664;Tablet;110,3235238
357;172;220;0,147178522;4,429305959;5,276586501;Mobile;185,2121427
185;29;199;0,365818836;3,768111655;11,73097476;;93,68012546
640;98;282;;1,55323197;1;Mobile;155,4761598
874;114;148;0,023896784;3,723770958;1;Desktop;147,138338
543;154;143;0,43698015;3,417934779;12,82263326;Mobile;187,5882351
875;107;191;0,294474627;2,33468837;7,910853841;Desktop;169,5560292
939;184;48;0,379236816;1,834453967;;Tablet;185,7668686
878;169;224;0,301611869;4,540399777;9,734872632;Tablet;215,9682787
204;140;151;0,258228718;1,56778598;8,020241726;Tablet;133,8618309
245;85;60;0,384991191;2,688791587;5,056961011;Desktop;97,93629871
334;71;245;0,016078165;3,491194091;1,80475494;Desktop;116,6437501
656;111;83;0,155943244;4,887185726;1;Mobile;133,2325654
869;98;258;0,313734363;3,68390541;13,69396193;Tablet;182,6135197
347;15;85;0,471987347;2,219512796;7,887502238;Tablet;85,13769557
682;53;149;0,196825362;1,242647737;14,84774657;Mobile;106,1552422
227;168;133;0,487645453;2,270812491;7,836749177;Desktop;154,858266
565;97;221;0,377640931;2,171146237;11,77484976;Desktop;144,4477457
790;190;59;0,242448225;4,276317927;9,372977794;Desktop;181,964757
425;56;77;0,214579203;2,506338218;10,22223364;Tablet;95,07921201
205;193;61;0,064721259;1,393793332;10,46518405;Mobile;136,5981846
440;163;73;0,30759707;4,479909851;7,771466216;Tablet;163,5487431
;78;138;0,026176834;1,072217067;3,851892436;Desktop;114,4321493
938;125;177;0,214537163;1,012037582;13,83065873;Desktop;162,4210551
635;197;259;0,118854381;2,899012974;17,96773396;Mobile;210,6958186
687;130;129;0,478143048;1,27688116;18,29607705;Mobile;151,7208596
448;187;125;0,181631978;1,708407584;7,233650445;Mobile;157,0427772
932;30;52;0,244626864;4,941138328;6,33414621;Tablet;118,1246899
876;41;34;0,187746551;4,377460012;7,228587761;Mobile;97,72445876
973;10;229;0,068604901;4,056150704;9,120812989;Desktop;123,9007892
870;71;191;0,176291023;3,683172213;9,737695179;Tablet;148,5608348
569;159;161;0,38949942;1,191261796;5,010357709;Mobile;166,4958085
962;;136;0,310597838;4,343634847;;;215,0552857
629;113;158;0,218707501;2,884753318;10,24971153;Mobile;153,5625037
621;90;254;0,410285335;1,393279896;1;Mobile;156,8289878
673;;60;0,002074374;2,203004045;9,496715903;Mobile;157,6687242
226;121;;0,4133004;3,007872479;5,276261958;Mobile;133,7886313
847;112;76;0,029767791;1,05477839;13,90077263;Desktop;120,9146626
394;26;35;0,435135954;2,009677892;15,23817439;Mobile;85,05496052
676;50;209;0,473786023;2,343694515;15,3562288;Desktop;147,2580487
852;142;212;0,40958475;;8,267765594;Desktop;185,1971447
158;646,1621885;256;0,009796885;1,007926422;4,32427994;Mobile;135,9980923
335;104;11;0,263103982;3,261770481;5,927038416;Mobile;101,6871285
945;143;57;0,414398141;1,790534843;11,43805342;Mobile;163,0490152
393;141;174;0,272508181;3,389002123;1,770677625;Mobile;162,0677007
;22;244;0,179968353;1,956601228;16,96774745;Desktop;123,323994
583;168;282;0,235347713;2,610873766;8,346849841;Tablet;195,3935204
876;141;237;0,040346955;3,494520797;12,50086836;Desktop;188,0499676
534;;271;0,248156822;3,626290426;1,092869431;Desktop;140,2895606
453;50;245;0,013923414;1,122382772;5,370089871;Mobile;103,3894397
65;192;98;0,322057724;3,140298192;1;Mobile;142,2635863
500;58;176;0,195226127;4,266566677;15,10594747;Mobile;126,8971026
605;16;;0,09567149;1,825692182;9,198976301;Desktop;94,50790162
704;15;108;0,008691451;;12,85652477;Tablet;83,60794391
791;53;266;0,461059507;2,79045857;10,31706841;Mobile;152,3806455
787;129;232;0,278159514;4,399739632;12,34237527;Tablet;197,1865977
486;96;157;0,323476693;2,755052299;8,312790698;Desktop;135,2427346
124;149;146;0,389678857;4,775362042;8,982272053;Desktop;148,4521024
291;54;238;0,313295211;;9,541337906;Desktop;117,3058611
436;53;70;0,206552017;3,245532886;12,02815827;Tablet;93,4454431
980;86;69;0,313794102;2,167678164;12,16059211;Tablet;137,0804038
781;160;123;0,12625829;3,386102458;24,05718442;Tablet;166,9840944
899;105;42;0,280675817;1,52498569;18,40801064;Desktop;131,6626462
992;154;140;0,102793651;2,664976382;1,106206071;Mobile;176,5132168
176;27;132;0,458711403;2,137711783;9,28447261;Desktop;83,95220241
61;87;154;0,254783839;3,681106014;7,970520799;Tablet;105,7850685
595;93;141;0,11692014;;16,4006524;Mobile;137,0227716
301;22;269;0,319816263;4,714515419;8,421260187;Desktop;124,4436728
875;69;85;0,045159802;1,888403083;12,32144439;Desktop;111,0205501
491;;126;0,217009509;4,539002793;1;Desktop;110,72683
58;96;222;0,432982309;4,383805941;2,431995943;Tablet;132,4561823
261;41;89;0,383929251;4,4497263;20,4614659;Desktop;95,22386021
374;;198;0,351719763;3,961903446;10,25122199;Mobile;131,8684832
75;192;288;0,235301671;2,070885774;5,007699883;Mobile;185,1721468
351;37;;0,223439559;4,5114887;11,21435436;Desktop;96,82276605
562;165;76;0,005654814;3,398193848;4,734705233;Tablet;141,2949096
898;113;61;0,300018973;3,962446815;8,583132291;Desktop;145,250459
666;24;8;0,288504166;1,821029424;2,736910304;Tablet;70,61971228
138;86;88;0,00263951;1,629642142;6,056393911;Mobile;76,34890567
445;107;255;0,06852177;2,10740654;7,918316553;Mobile;147,0414293
780;62;80;0,006218078;3,045483107;15,60349657;Tablet;100,7000971
401;60;286;0,126589473;2,666500384;12,32023004;Desktop;126,1607522
584;145;286;0,001926561;4,550432144;13,19262018;Tablet;193,3427063
986;16;206;0,208684629;1,052074013;9,871126743;Tablet;122,9378254
180;186;294;0,238196561;1,320193572;14,11424549;Mobile;176,3083182
503;71;125;0,21854083;2,301639441;5,632403653;Tablet;115,9922386
629;82;287;0,099694603;1,67092893;6,336470275;Desktop;138,2136131
808;34;165;0,261779615;2,627002465;12,03795536;Desktop;115,657495
845;177;28;0,407047311;3,870372402;8,60426305;Desktop;175,3134364
322;52;250;0,145607625;4,973671487;9,930770758;Mobile;124,8538577
493;162;285;;1,808298989;9,17932361;Tablet;498,9097644
838;72;266;0,271412921;2,063898538;16,26725207;Desktop;157,1492306
846;;127;0,116877196;4,074954598;16,52776466;Mobile;106,645046
832;87;;0,168893164;2,088198829;6,869171197;Mobile;109,6633651
684;109;177;0,226218612;3,814999891;1,200653266;Tablet;156,4771085
304;99;261;0,193151201;3,333956193;6,442515496;Tablet;144,2664268
399;197;253;0,409116152;4,419576395;5,515199267;Desktop;
673;108;187;0,42449678;1,1333471;14,1587417;Tablet;155,7724997
291;158;236;0,201439237;4,91898784;14,60248738;Desktop;177,3574267
697;80;14;0,223893275;4,857002678;4,844629085;Tablet;110,0445921
539;37;188;0,478447063;1,089551179;6,227476207;Mobile;110,918646
470;104;37;0,251543756;2,998037687;2,604944564;Mobile;108,726267
387;116;226;0,496516026;2,60570442;10,67189262;Tablet;160,2469203
785;89;18;0,381401386;2,016652605;9,775417863;Tablet;126,2756647
492;155;180;0,13211611;4,911303685;13,94560909;Desktop;181,108157
341;193;284;0,114546333;1,698401867;12,48565647;Tablet;172,1876982
414;25;38;0,079532244;2,054217969;13,05101486;Desktop;58,79367552
510;22;130;0,403072863;1,032891894;2,289989801;Tablet;92,82185845
